accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4582118.3,T157V23,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 11:19:59 UTC-3,microbial mat|biofilm
mgm4582119.3,T157V24,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 11:29:59 UTC-3,microbial mat|biofilm
mgm4582120.3,T157V3,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 11:39:59 UTC-3,microbial mat|biofilm
mgm4582121.3,T157V5,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 11:49:59 UTC-3,microbial mat|biofilm
mgm4582122.3,T157V6,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:00:00 UTC-3,microbial mat|biofilm
mgm4582123.3,T157V7,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:09:59 UTC-3,microbial mat|biofilm
mgm4582124.3,T157V9,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:19:59 UTC-3,microbial mat|biofilm
mgm4582125.3,T217V1,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:29:59 UTC-3,microbial mat|biofilm
mgm4582126.3,T217V10,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:39:59 UTC-3,microbial mat|biofilm
mgm4582127.3,T217V11,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:49:59 UTC-3,microbial mat|biofilm
mgm4582128.3,T217V13,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 12:59:59 UTC-3,microbial mat|biofilm
mgm4582129.3,T217V14,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:09:59 UTC-3,microbial mat|biofilm
mgm4582130.3,T217V15,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:19:59 UTC-3,microbial mat|biofilm
mgm4582131.3,T217V18,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:29:59 UTC-3,microbial mat|biofilm
mgm4582132.3,T217V19,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:39:59 UTC-3,microbial mat|biofilm
mgm4582133.3,T217V2,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:49:59 UTC-3,microbial mat|biofilm
mgm4582134.3,T217V20,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 13:59:59 UTC-3,microbial mat|biofilm
mgm4582135.3,T217V22,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:09:59 UTC-3,microbial mat|biofilm
mgm4582136.3,T217V23,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:19:59 UTC-3,microbial mat|biofilm
mgm4582137.3,T217V24,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:29:59 UTC-3,microbial mat|biofilm
mgm4582138.3,T217V3,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:39:59 UTC-3,microbial mat|biofilm
mgm4582139.3,T217V5,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:49:59 UTC-3,microbial mat|biofilm
mgm4582140.3,T217V6,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 14:59:59 UTC-3,microbial mat|biofilm
mgm4582141.3,T217V7,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:09:59 UTC-3,microbial mat|biofilm
mgm4582142.3,T217V9,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:19:59 UTC-3,microbial mat|biofilm
mgm4582143.3,T7V1,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:29:59 UTC-3,microbial mat|biofilm
mgm4582144.3,T7V10,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:39:59 UTC-3,microbial mat|biofilm
mgm4582145.3,T7V11,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:49:59 UTC-3,microbial mat|biofilm
mgm4582146.3,T7V13,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 15:59:59 UTC-3,microbial mat|biofilm
mgm4582147.3,T7V14,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:09:59 UTC-3,microbial mat|biofilm
mgm4582148.3,T7V15,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:19:59 UTC-3,microbial mat|biofilm
mgm4582149.3,T7V18,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:29:59 UTC-3,microbial mat|biofilm
mgm4582150.3,T7V19,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:39:59 UTC-3,microbial mat|biofilm
mgm4582151.3,T7V2,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:49:59 UTC-3,microbial mat|biofilm
mgm4582152.3,T7V20,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 16:59:59 UTC-3,microbial mat|biofilm
mgm4582153.3,T7V22,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:09:59 UTC-3,microbial mat|biofilm
mgm4582154.3,T7V23,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:19:59 UTC-3,microbial mat|biofilm
mgm4582155.3,T7V24,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:29:59 UTC-3,microbial mat|biofilm
mgm4582156.3,T7V3,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:39:59 UTC-3,microbial mat|biofilm
mgm4582157.3,T7V5,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:49:59 UTC-3,microbial mat|biofilm
mgm4582158.3,T7V6,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 17:59:59 UTC-3,microbial mat|biofilm
mgm4582159.3,T7V7,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 18:09:59 UTC-3,microbial mat|biofilm
mgm4582160.3,T7V9,-47.38,-22.41,Brazil,metagenomes of sugarcane soils - CENA USP,terrestrial biome,clearing,agricultural soil,WGS,2014-07-03 18:19:59 UTC-3,microbial mat|biofilm
mgm4582230.3,T12f,117.82112,4.964954,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:23:10 UTC+8,soil
mgm4582231.3,T12r,117.82112,4.964954,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:23:10 UTC+8,soil
mgm4582232.3,T13f,117.807106,4.9498034,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:00:10 UTC+8,soil
mgm4582233.3,T13r,117.807106,4.9498034,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:00:10 UTC+8,soil
mgm4582234.3,T14f,117.80396,4.9590898,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:22:55 UTC+8,soil
mgm4582235.3,T14r,117.80396,4.9590898,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:22:55 UTC+8,soil
mgm4582236.3,T17f,117.78609,4.9713554,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-20 11:15:37 UTC+8,soil
mgm4582237.3,T17r,117.78609,4.9713554,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-20 11:15:37 UTC+8,soil
mgm4582238.3,T20f,117.81589,4.970519,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:45:32 UTC+8,soil
mgm4582239.3,T20r,117.81589,4.970519,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:45:32 UTC+8,soil
mgm4582240.3,T28f,117.94904,4.9260435,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:02:04 UTC+8,soil
mgm4582241.3,T28r,117.94904,4.9260435,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:02:04 UTC+8,soil
mgm4582242.3,T34f,117.63611,5.0931597,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:08:43 UTC+8,soil
mgm4582243.3,T34r,117.63611,5.0931597,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:08:43 UTC+8,soil
mgm4582244.3,T35f,117.62983,5.095745,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:32:50 UTC+8,soil
mgm4582245.3,T35r,117.62983,5.095745,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:32:50 UTC+8,soil
mgm4582246.3,T38f,117.645546,5.0951743,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:50:11 UTC+8,soil
mgm4582247.3,T38r,117.645546,5.0951743,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:50:11 UTC+8,soil
mgm4582248.3,T41f,117.75224,5.020924,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-24 13:01:09 UTC+8,soil
mgm4582249.3,T41r,117.75224,5.020924,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-24 13:01:09 UTC+8,soil
mgm4582250.3,T46f,117.86035,4.985543,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-21 13:21:54 UTC+8,soil
mgm4582251.3,T46r,117.86035,4.985543,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-21 13:21:54 UTC+8,soil
mgm4582252.3,T52f,117.98112,4.933404,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:25:17 UTC+8,soil
mgm4582253.3,T52r,117.98112,4.933404,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:25:17 UTC+8,soil
mgm4582254.3,T54f,117.790184,5.0215592,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:15:13 UTC+8,soil
mgm4582255.3,T54r,117.790184,5.0215592,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:15:13 UTC+8,soil
mgm4582256.3,T55f,117.78733,5.0281186,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:35:44 UTC+8,soil
mgm4582257.3,T55r,117.78733,5.0281186,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:35:44 UTC+8,soil
mgm4582258.3,T60f,117.68053,5.089786,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-10 11:34:02 UTC+8,soil
mgm4582259.3,T60r,117.68053,5.089786,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-10 11:34:02 UTC+8,soil
mgm4582260.3,T63f,117.70611,5.079865,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:06:18 UTC+8,soil
mgm4582261.3,T63r,117.70611,5.079865,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:06:18 UTC+8,soil
mgm4582262.3,T64f,117.70823,5.084836,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:26:42 UTC+8,soil
mgm4582263.3,T64r,117.70823,5.084836,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:26:42 UTC+8,soil
mgm4582264.3,T71f,117.77605,5.083723,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:22:31 UTC+8,soil
mgm4582265.3,T71r,117.77605,5.083723,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:22:31 UTC+8,soil
mgm4582266.3,T72f,117.78344,5.0799923,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:47:22 UTC+8,soil
mgm4582267.3,T72r,117.78344,5.0799923,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:47:22 UTC+8,soil
mgm4582268.3,T73f,117.77338,4.4921513,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 08:52:07 UTC+8,soil
mgm4582269.3,T73r,117.77338,4.4921513,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 08:52:07 UTC+8,soil
mgm4582270.3,T74f,117.780594,4.4978356,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:12:18 UTC+8,soil
mgm4582271.3,T74r,117.780594,4.4978356,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:12:18 UTC+8,soil
mgm4582272.3,T75f,117.7237,4.4901834,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:24:48 UTC+8,soil
mgm4582273.3,T75r,117.7237,4.4901834,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:24:48 UTC+8,soil
mgm4582274.3,T76f,117.727394,4.497937,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:47:23 UTC+8,soil
mgm4582275.3,T76r,117.727394,4.497937,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:47:23 UTC+8,soil
mgm4582276.3,TDBf,117.94666,4.937171,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:42:15 UTC+8,soil
mgm4582277.3,TDBr,117.94666,4.937171,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:42:15 UTC+8,soil
mgm4582785.3,T12,117.82112,4.964954,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:23:10 UTC+8,soil
mgm4582786.3,T13,117.807106,4.9498034,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:00:10 UTC+8,soil
mgm4582787.3,T14,117.80396,4.9590898,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-09 09:22:55 UTC+8,soil
mgm4582788.3,T17,117.78609,4.9713554,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-20 11:15:37 UTC+8,soil
mgm4582789.3,T20,117.81589,4.970519,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-13 09:45:32 UTC+8,soil
mgm4582790.3,T28,117.94904,4.9260435,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:02:04 UTC+8,soil
mgm4582791.3,T34,117.63611,5.0931597,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:08:43 UTC+8,soil
mgm4582792.3,T35,117.62983,5.095745,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:32:50 UTC+8,soil
mgm4582793.3,T38,117.645546,5.0951743,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-22 09:50:11 UTC+8,soil
mgm4582794.3,T41,117.75224,5.020924,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-24 13:01:09 UTC+8,soil
mgm4582795.3,T46,117.86035,4.985543,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-21 13:21:54 UTC+8,soil
mgm4582796.3,T52,117.98112,4.933404,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:25:17 UTC+8,soil
mgm4582797.3,T54,117.790184,5.0215592,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:15:13 UTC+8,soil
mgm4582798.3,T55,117.78733,5.0281186,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-14 13:35:44 UTC+8,soil
mgm4582799.3,T60,117.68053,5.089786,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-10 11:34:02 UTC+8,soil
mgm4582800.3,T63,117.70611,5.079865,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:06:18 UTC+8,soil
mgm4582801.3,T64,117.70823,5.084836,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-11 14:26:42 UTC+8,soil
mgm4582802.3,T71,117.77605,5.083723,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:22:31 UTC+8,soil
mgm4582803.3,T72,117.78344,5.0799923,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-12 10:47:22 UTC+8,soil
mgm4582804.3,T73,117.77338,4.4921513,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 08:52:07 UTC+8,soil
mgm4582805.3,T74,117.780594,4.4978356,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:12:18 UTC+8,soil
mgm4582806.3,T75,117.7237,4.4901834,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:24:48 UTC+8,soil
mgm4582807.3,T76,117.727394,4.497937,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-19 09:47:23 UTC+8,soil
mgm4582808.3,TDB,117.94666,4.937171,Malaysia,Effect of logging on soil microbial community in tropics,terrestrial biome,habitat,soil,WGS,2011-10-16 09:42:15 UTC+8,soil
mgm4583655.3,VT_ENV_DOP.fastq,-80.42829,37.22619,USA,METABOLIC ENGINEERING OF CLOSTRIDIUM CELLULOLYTICUM USING A GENOME-SCALE MODEL AND COMBINATORIAL APPROACHES.,Temperate broadleaf and mixed forest biome,stream bank,soil,WGS,2012-05-01 12:00:00 UTC-5,soil
mgm4603090.3,AH-TIDM,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603091.3,AHO-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603092.3,BG-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603093.3,CF-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603094.3,CT-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603095.3,CT2-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603096.3,DA-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603097.3,IC-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603098.3,IH-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603099.3,JG-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603100.3,MC-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603101.3,ME-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603102.3,RL-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603103.3,SG-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603104.3,SW-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603105.3,TC1-TIDM,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603106.3,TCL-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603107.3,TCR-TIDM,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-01 09:00:00 UTC,human-gut
mgm4603108.3,TG-T1,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-02 10:00:00 UTC,human-gut
mgm4603109.3,TJ-CON,1.5833,54.9833,United Kingdom,Gut microbiota in patients with type 1 Diabetes matched to controls,terrestrial biome,harbor,soil,Amplicon,2014-04-03 10:59:59 UTC,human-gut
mgm4603397.3,NSIP_soil_crust,109.74364,38.915306,USA,15N DNA-SIP biological soil crust,terrestrial biome,habitat,soil,Amplicon,2011-07-06 12:00:00 UTC-7,miscellaneous
mgm4603409.3,LD1,138.95052,-34.740105,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603410.3,LD10,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603411.3,LD11,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603412.3,LD12,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603413.3,LD13,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603414.3,LD14,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603415.3,LD15,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
mgm4603416.3,LD16,153.19333,-27.927094,Australia,Influence of soil properties on microbial diversity in aged PAHs soil,Deserts and xeric shrubland biome,habitat,soil,Amplicon,2013-06-12 11:15:00 UTC9:30,soil
